Class Name,Shallow Heap,Retained Heap,
java.lang.String @ 0x780056778  serialVersionUID,24,56,
java.lang.String @ 0x7800567b0  serialPersistentFields,24,64,
java.lang.String @ 0x780056800  sun.io.serialization.extendedDebugInfo,24,80,
java.lang.String @ 0x780057138  lambda$static$0,24,56,
java.lang.String @ 0x780057188  sun.rmi.runtime.RuntimeUtil.getInstance,24,80,
java.lang.String @ 0x7800571d8  sun.rmi.runtime.schedulerThreads,24,72,
java.lang.String @ 0x780057500  initDgcFilter,24,56,
java.lang.String @ 0x7800575a8  lambda$static$2,24,56,
java.lang.String @ 0x780057650  lambda$static$1,24,56,
java.lang.String @ 0x7800576f8  lambda$static$0,24,56,
java.lang.String @ 0x780057748  dgc,24,48,
java.lang.String @ 0x780057778  sun.rmi.dgc.logLevel,24,64,
java.lang.String @ 0x7800577b8  java.rmi.dgc.leaseValue,24,64,
java.lang.String @ 0x7800577f8  sun.rmi.dgc.checkInterval,24,72,
java.lang.String @ 0x780057930  lambda$static$0,24,56,
java.lang.String @ 0x780057980  sun.rmi.dgc.server.gcInterval,24,72,
java.lang.String @ 0x780057c00  jmx.remote.rmi.server.credentials.filter.pattern,24,88,
java.lang.String @ 0x780057c58  java.lang.String;!*,24,64,
java.lang.String @ 0x780057cb8  com.sun.jmx.remote.rmi.exporter,24,72,
java.lang.String @ 0x780057d30  jmx.remote.rmi.server.serial.filter.pattern,24,88,
java.lang.String @ 0x780057d88  java.lang.*;java.lang.reflect.Proxy;java.math.BigInteger;java.math.BigDecimal;java.util.*;javax.management.*;javax.management.modelmbean.*;javax.management.monitor.*;javax.management.openmbean.*;javax.management.relation.*;javax.management.remote.*;javax.m...,24,456,
java.lang.String @ 0x780058010  rmi,24,48,
java.lang.String @ 0x780058040  Sameers-Laptop.local,24,64,
java.lang.String @ 0x780058080  /stub/rO0ABXNyAC5qYXZheC5tYW5hZ2VtZW50LnJlbW90ZS5ybWkuUk1JU2VydmVySW1wbF9TdHViAAAAAAAAAAICAAB4cgAaamF2YS5ybWkuc2VydmVyLlJlbW90ZVN0dWLp/tzJi+FlGgIAAHhyABxqYXZhLnJtaS5zZXJ2ZXIuUmVtb3RlT2JqZWN002G0kQxhMx4DAAB4cHcyAApVbmljYXN0UmVmAAlsb2NhbGhvc3QAACcP4FmAOIPIDq...,24,320,
java.lang.String @ 0x780058290  javax.security.auth.Subject,24,72,
java.lang.String @ 0x7800582e8  java.rmi.server,24,56,
java.lang.String @ 0x780058330  java.rmi.dgc,24,56,
java.lang.String @ 0x780058378  java.rmi.MarshalledObject,24,72,
java.lang.String @ 0x7800583d0  javax.rmi.ssl,24,56,
java.lang.String @ 0x780058418  javax.management.timer,24,64,
java.lang.String @ 0x780058468  javax.management.remote.rmi,24,72,
java.lang.String @ 0x7800584c0  javax.management.remote,24,64,
java.lang.String @ 0x780058510  javax.management.relation,24,72,
java.lang.String @ 0x780058568  javax.management.openmbean,24,72,
java.lang.String @ 0x7800585c0  javax.management.monitor,24,64,
java.lang.String @ 0x780058610  javax.management.modelmbean,24,72,
java.lang.String @ 0x780058668  javax.management,24,56,
java.lang.String @ 0x7800586b0  java.util,24,56,
java.lang.String @ 0x7800586f8  java.math.BigDecimal,24,64,
java.lang.String @ 0x780058748  java.math.BigInteger,24,64,
java.lang.String @ 0x780058798  java.lang.reflect.Proxy,24,64,
java.lang.String @ 0x7800587e8  java.lang,24,56,
java.lang.String @ 0x7800588a8  java.lang.String,24,56,
java.lang.String @ 0x780058da0  getVersion,24,56,
java.lang.String @ 0x780058e48  newClient,24,56,
java.lang.String @ 0x780059710  jmxrmi,24,48,
java.lang.String @ 0x780059c20  ClassPath,24,56,
java.lang.String @ 0x780059ce0  Name,24,48,
java.lang.String @ 0x780059d78  Pid,24,48,
java.lang.String @ 0x780059e30  SystemProperties,24,56,
"java.lang.String @ 0x780059eb0  java.util.Map<java.lang.String, java.lang.String>",24,96,
java.lang.String @ 0x780059f40  javax.management.openmbean.TabularData,24,80,
"java.lang.String @ 0x780059f90  java.util.Map<java.lang.String, java.lang.String>",24,96,
java.lang.String @ 0x78005a0c8  key,24,48,
java.lang.String @ 0x78005a208  StartTime,24,56,
java.lang.String @ 0x78005a2c8  InputArguments,24,56,
java.lang.String @ 0x78005a348  java.util.List<java.lang.String>,24,72,
java.lang.String @ 0x78005a3c0  [Ljava.lang.String;,24,64,
java.lang.String @ 0x78005a400  1-dimension array of java.lang.String,24,80,
java.lang.String @ 0x78005a450  [Ljava.lang.String;,24,64,
java.lang.String @ 0x78005a518  SpecVersion,24,56,
java.lang.String @ 0x78005a5d8  SpecVendor,24,56,
java.lang.String @ 0x78005a698  SpecName,24,48,
java.lang.String @ 0x78005a750  ManagementSpecVersion,24,64,
java.lang.String @ 0x78005a7f8  Uptime,24,48,
java.lang.String @ 0x78005a8b0  BootClassPath,24,56,
java.lang.String @ 0x78005a970  LibraryPath,24,56,
