Class Name,Shallow Heap,Retained Heap,
java.lang.String @ 0x780038848  SunJGSS,24,48,
java.lang.String @ 0x780038898  security.provider.5,24,64,
java.lang.String @ 0x7800388d8  SunJCE,24,48,
java.lang.String @ 0x780038928  security.provider.4,24,64,
java.lang.String @ 0x780038968  SunJSSE,24,48,
java.lang.String @ 0x7800389b8  networkaddress.cache.negative.ttl,24,80,
java.lang.String @ 0x780038a08  10,24,48,
java.lang.String @ 0x780038a58  security.provider.3,24,64,
java.lang.String @ 0x780038a98  SunEC,24,48,
java.lang.String @ 0x780038ae8  security.provider.2,24,64,
java.lang.String @ 0x780038b28  SunRsaSign,24,56,
java.lang.String @ 0x780038b80  security.provider.1,24,64,
java.lang.String @ 0x780038bc0  SUN,24,48,
java.lang.String @ 0x780038c10  security.provider.9,24,64,
java.lang.String @ 0x780038c50  SunPCSC,24,48,
java.lang.String @ 0x780038ca0  security.provider.8,24,64,
java.lang.String @ 0x780038ce0  XMLDSig,24,48,
java.lang.String @ 0x780038d30  security.provider.7,24,64,
java.lang.String @ 0x780038d70  SunSASL,24,48,
java.lang.String @ 0x780038dc0  security.overridePropertiesFile,24,72,
java.lang.String @ 0x780038e08  true,24,48,
java.lang.String @ 0x780038e58  jdk.sasl.disabledMechanisms,24,72,
java.lang.String @ 0x780038ea0  ,24,24,
java.lang.String @ 0x780038ed8  policy.ignoreIdentityScope,24,72,
java.lang.String @ 0x780038f20  false,24,48,
java.lang.String @ 0x780038f70  jdk.tls.disabledAlgorithms,24,72,
"java.lang.String @ 0x780038fb8  SSLv3, TLSv1, TLSv1.1, DTLSv1.0, RC4, DES, MD5withRSA, DH keySize < 1024, EC keySize < 224, 3DES_EDE_CBC, anon, NULL, ECDH",24,168,
java.lang.String @ 0x780039080  policy.url.2,24,56,
java.lang.String @ 0x7800390b8  file:${user.home}/.java.policy,24,72,
java.lang.String @ 0x780039120  securerandom.source,24,64,
java.lang.String @ 0x780039160  file:/dev/random,24,56,
java.lang.String @ 0x7800391b8  policy.url.1,24,56,
java.lang.String @ 0x7800391f0  file:${java.home}/conf/security/java.policy,24,88,
java.lang.String @ 0x780039268  http.auth.digest.disabledAlgorithms,24,80,
"java.lang.String @ 0x7800392b8  MD5, SHA-1",24,56,
java.lang.String @ 0x780039310  package.definition,24,64,
"java.lang.String @ 0x780039350  sun.misc.,sun.reflect.",24,64,
java.lang.String @ 0x7800393b0  policy.allowSystemProperty,24,72,
java.lang.String @ 0x7800393f8  true,24,48,
java.lang.String @ 0x780039448  jdk.io.permissionsUseCanonicalPath,24,80,
java.lang.String @ 0x780039498  false,24,48,
java.lang.String @ 0x7800394e8  jdk.tls.legacyAlgorithms,24,64,
"java.lang.String @ 0x780039528  NULL, anon, RC4, DES, 3DES_EDE_CBC",24,80,
java.lang.String @ 0x780039598  login.configuration.provider,24,72,
java.lang.String @ 0x7800395e0  sun.security.provider.ConfigFile,24,72,
java.lang.String @ 0x780039648  jceks.key.serialFilter,24,64,
java.lang.String @ 0x780039688  java.base/java.lang.Enum;java.base/java.security.KeyRep;java.base/java.security.KeyRep$Type;java.base/javax.crypto.spec.SecretKeySpec;!*,24,176,
java.lang.String @ 0x780039758  crypto.policy,24,56,
java.lang.String @ 0x780039790  unlimited,24,56,
java.lang.String @ 0x7800397e8  jdk.security.legacyAlgorithms,24,72,
"java.lang.String @ 0x780039830  SHA1, RSA keySize < 2048, DSA keySize < 2048, DES, DESede, MD5, RC2, ARCFOUR",24,120,
java.lang.String @ 0x7800398c8  jdk.jar.disabledAlgorithms,24,72,
"java.lang.String @ 0x780039910  MD2, MD5, RSA keySize < 1024, DSA keySize < 1024, SHA1 denyAfter 2019-01-01",24,120,
java.lang.String @ 0x7800399a8  krb5.kdc.bad.policy,24,64,
java.lang.String @ 0x7800399e8  tryLast,24,48,
java.lang.String @ 0x780039a38  securerandom.drbg.config,24,64,
java.lang.String @ 0x780039a78  ,24,24,
java.lang.String @ 0x780039ab0  jdk.xml.dsig.secureValidationPolicy,24,80,
"java.lang.String @ 0x780039b00  disallowAlg http://www.w3.org/TR/1999/REC-xslt-19991116,disallowAlg http://www.w3.org/2001/04/xmldsig-more#rsa-md5,disallowAlg http://www.w3.org/2001/04/xmldsig-more#hmac-md5,disallowAlg http://www.w3.org/2001/04/xmldsig-more#md5,disallowAlg http://www.w3....",24,736,
java.lang.String @ 0x780039e00  jdk.tls.keyLimits,24,64,
