Class Name,Shallow Heap,Retained Heap,
byte[32] @ 0x78883b868  java.util.logging.ConsoleHandler,48,48,
byte[6] @ 0x78883b8d0  .level,24,24,
byte[4] @ 0x78883b900  INFO,24,24,
byte[35] @ 0x78883b950  java.util.logging.FileHandler.limit,56,56,
byte[5] @ 0x78883b9a0  50000,24,24,
byte[35] @ 0x78883b9f0  java.util.logging.FileHandler.count,56,56,
byte[1] @ 0x78883ba40  1,24,24,
byte[39] @ 0x78883ba90  java.util.logging.FileHandler.formatter,56,56,
byte[30] @ 0x78883bae0  java.util.logging.XMLFormatter,48,48,
byte[37] @ 0x78883bb48  java.util.logging.FileHandler.pattern,56,56,
byte[13] @ 0x78883bb98  %h/java%u.log,32,32,
byte[18] @ 0x78883bce8  sun.rmi.client.ref,40,40,
byte[31] @ 0x78883c008  javax.management.remote.timeout,48,48,
byte[14] @ 0x78883c1d8  sun.rmi.loader,32,32,
byte[11] @ 0x78883c3e0  sun.rmi.dgc,32,32,
byte[22] @ 0x78883c550  sun.rmi.transport.misc,40,40,
byte[19] @ 0x78883c678  sun.rmi.server.call,40,40,
byte[19] @ 0x78883c7a0  sun.rmi.client.call,40,40,
byte[18] @ 0x78883c918  sun.rmi.server.ref,40,40,
byte[21] @ 0x78883ca40  java.io.serialization,40,40,
byte[28] @ 0x78883cc90  javax.management.remote.misc,48,48,
byte[21] @ 0x78883cde0  javax.management.misc,40,40,
byte[28] @ 0x78883cf28  javax.management.mbeanserver,48,48,
byte[3] @ 0x78883d280  ref,24,24,
byte[4] @ 0x78883d2d0  call,24,24,
byte[7] @ 0x78883d5e0  getInit,24,24,
byte[7] @ 0x78883d750  getUsed,24,24,
byte[12] @ 0x78883d7f8  getCommitted,32,32,
byte[39] @ 0x78883dbe0  (Ljava/lang/Object;Ljava/lang/Object;)I,56,56,
byte[68] @ 0x78883ddf8  (Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/invoke/MemberName;)I,88,88,
byte[16] @ 0x78883dfd8  invokeSpecialIFC,32,32,
byte[13] @ 0x78883e3e8  invokeSpecial,32,32,
byte[50] @ 0x78883e9d8  (Ljava/lang/Object;Ljava/lang/invoke/MemberName;)I,72,72,
byte[15] @ 0x78883eb80  invokeInterface,32,32,
byte[21] @ 0x78883f020  (Ljava/lang/Object;)I,40,40,
byte[33] @ 0x78883f168  java.lang.management.ThreadMXBean,56,56,
byte[14] @ 0x78883f238  dumpAllThreads,32,32,
byte[34] @ 0x78883f2e0  [Ljava.lang.management.ThreadInfo;,56,56,
byte[31] @ 0x78883f3b0  java.lang.management.ThreadInfo,48,48,
byte[11] @ 0x78883f478  getThreadId,32,32,
byte[8] @ 0x78883f508  isDaemon,24,24,
byte[11] @ 0x78883f590  getPriority,32,32,
byte[13] @ 0x78883f620  getStackTrace,32,32,
byte[17] @ 0x78883f6b0  getLockedMonitors,40,40,
byte[32] @ 0x78883f7d0  java.lang.management.MonitorInfo,48,48,
byte[29] @ 0x78883f908  java.lang.management.LockInfo,48,48,
byte[19] @ 0x78883f9d0  getIdentityHashCode,40,40,
byte[19] @ 0x78883fa68  getLockedStackFrame,40,40,
byte[19] @ 0x78883fb00  getLockedStackDepth,40,40,
byte[14] @ 0x78883fb98  getWaitedCount,32,32,
byte[13] @ 0x78883fc28  getWaitedTime,32,32,
byte[9] @ 0x78883fd00  transport,32,32,
byte[4] @ 0x78883fdf8  misc,24,24,
byte[3] @ 0x78883fe98  tcp,24,24,
byte[6] @ 0x78883ff38  client,24,24,
byte[7] @ 0x78883ff88  runtime,24,24,
byte[6] @ 0x788840028  loader,24,24,
byte[6] @ 0x7888400c8  server,24,24,
byte[3] @ 0x7888401b8  ref,24,24,
byte[4] @ 0x788840258  call,24,24,
byte[3] @ 0x7888402f8  dgc,24,24,
byte[3] @ 0x788840438  rmi,24,24,
byte[10] @ 0x788840488  management,32,32,
byte[9] @ 0x788840580  jmxremote,32,32,
byte[3] @ 0x7888406c8  sun,24,24,
byte[5] @ 0x788840788  javax,24,24,
byte[10] @ 0x788840878  management,32,32,
byte[4] @ 0x788840970  misc,24,24,
byte[11] @ 0x788840a10  mbeanserver,32,32,
byte[6] @ 0x788840ab8  remote,24,24,
byte[4] @ 0x788840ba8  misc,24,24,
byte[3] @ 0x788840c48  rmi,24,24,
byte[7] @ 0x788840ce8  timeout,24,24,
byte[4] @ 0x788840d88  java,24,24,
byte[2] @ 0x788840e78  io,24,24,
byte[13] @ 0x788840f68  serialization,32,32,
byte[3] @ 0x788841470  ref,24,24,
byte[4] @ 0x7888414c0  call,24,24,
byte[9] @ 0x788841600  transport,32,32,
byte[4] @ 0x7888416f8  misc,24,24,
byte[3] @ 0x788841798  tcp,24,24,
byte[6] @ 0x788841838  client,24,24,
byte[7] @ 0x788841888  runtime,24,24,
byte[6] @ 0x788841928  loader,24,24,
byte[6] @ 0x7888419c8  server,24,24,
byte[3] @ 0x788841ab8  ref,24,24,
byte[4] @ 0x788841b58  call,24,24,
byte[3] @ 0x788841bf8  dgc,24,24,
byte[3] @ 0x788841d38  rmi,24,24,
byte[10] @ 0x788841d88  management,32,32,
byte[9] @ 0x788841e80  jmxremote,32,32,
byte[3] @ 0x788841fc8  sun,24,24,
byte[5] @ 0x788842088  javax,24,24,
byte[10] @ 0x788842178  management,32,32,
byte[4] @ 0x788842270  misc,24,24,
byte[11] @ 0x788842310  mbeanserver,32,32,
byte[6] @ 0x7888423b8  remote,24,24,
byte[4] @ 0x7888424a8  misc,24,24,
byte[3] @ 0x788842548  rmi,24,24,
byte[7] @ 0x7888425e8  timeout,24,24,
byte[4] @ 0x788842688  java,24,24,
byte[2] @ 0x788842778  io,24,24,
byte[13] @ 0x788842868  serialization,32,32,
byte[19] @ 0x788842d78  Closed by interrupt,40,40,
